pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,Date
29519,13042,big_meat_s,1,06-08-15,12:43:59,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-08-06
29520,13042,cali_ckn_m,1,06-08-15,12:43:59,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29521,13042,four_cheese_m,1,06-08-15,12:43:59,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-08-06
29522,13043,southw_ckn_m,1,06-08-15,12:59:47,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-08-06
29523,13043,spinach_supr_s,1,06-08-15,12:59:47,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015-08-06
29524,13044,southw_ckn_l,1,06-08-15,13:10:31,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-08-06
29525,13045,napolitana_l,1,06-08-15,13:11:15,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-08-06
29526,13046,mexicana_m,1,06-08-15,13:17:45,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-08-06
29527,13047,ital_cpcllo_l,1,06-08-15,13:20:49,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-08-06
29528,13047,mediterraneo_s,1,06-08-15,13:20:49,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015-08-06
29529,13047,thai_ckn_l,1,06-08-15,13:20:49,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-06
29530,13048,bbq_ckn_m,1,06-08-15,13:22:31,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-06
29531,13048,the_greek_s,1,06-08-15,13:22:31,12,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-08-06
29532,13049,thai_ckn_s,1,06-08-15,13:27:50,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-06
29533,13050,napolitana_m,1,06-08-15,13:33:17,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-08-06
29534,13051,classic_dlx_s,1,06-08-15,13:49:29,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-08-06
29535,13051,thai_ckn_s,1,06-08-15,13:49:29,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-06
29536,13052,big_meat_s,1,06-08-15,14:03:15,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-08-06
29537,13052,brie_carre_s,1,06-08-15,14:03:15,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,2015-08-06
29538,13052,ckn_pesto_s,1,06-08-15,14:03:15,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-08-06
29539,13052,spicy_ital_l,1,06-08-15,14:03:15,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015-08-06
29540,13053,four_cheese_l,1,06-08-15,14:06:41,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-08-06
29541,13053,four_cheese_m,1,06-08-15,14:06:41,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-08-06
29542,13053,napolitana_l,1,06-08-15,14:06:41,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-08-06
29543,13053,southw_ckn_s,1,06-08-15,14:06:41,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-08-06
29544,13054,bbq_ckn_s,1,06-08-15,14:07:20,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-06
29545,13054,cali_ckn_s,1,06-08-15,14:07:20,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29546,13054,hawaiian_l,1,06-08-15,14:07:20,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-08-06
29547,13054,ital_cpcllo_m,1,06-08-15,14:07:20,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-08-06
29548,13054,pepperoni_m,1,06-08-15,14:07:20,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-06
29549,13054,sicilian_m,1,06-08-15,14:07:20,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-08-06
29550,13054,spinach_fet_m,1,06-08-15,14:07:20,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-08-06
29551,13055,cali_ckn_l,1,06-08-15,14:12:17,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29552,13055,classic_dlx_m,1,06-08-15,14:12:17,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-08-06
29553,13056,veggie_veg_s,1,06-08-15,14:13:17,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-08-06
29554,13057,big_meat_s,1,06-08-15,14:52:04,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-08-06
29555,13057,five_cheese_l,1,06-08-15,14:52:04,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015-08-06
29556,13057,mediterraneo_s,1,06-08-15,14:52:04,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015-08-06
29557,13058,hawaiian_l,1,06-08-15,14:54:55,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-08-06
29558,13059,pep_msh_pep_m,1,06-08-15,15:13:18,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-06
29559,13060,pep_msh_pep_l,1,06-08-15,15:35:15,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-06
29560,13060,peppr_salami_l,1,06-08-15,15:35:15,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-08-06
29561,13060,southw_ckn_l,1,06-08-15,15:35:15,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-08-06
29562,13061,pepperoni_l,1,06-08-15,15:46:01,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-06
29563,13061,veggie_veg_m,1,06-08-15,15:46:01,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-08-06
29564,13062,spinach_fet_m,1,06-08-15,16:19:41,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-08-06
29565,13063,ckn_alfredo_m,1,06-08-15,16:19:55,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015-08-06
29566,13063,classic_dlx_s,1,06-08-15,16:19:55,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-08-06
29567,13063,pep_msh_pep_m,1,06-08-15,16:19:55,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-06
29568,13064,ckn_alfredo_s,1,06-08-15,16:26:59,12.75,12.75,S,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015-08-06
29569,13064,prsc_argla_m,1,06-08-15,16:26:59,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-08-06
29570,13065,classic_dlx_l,1,06-08-15,16:45:15,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-08-06
29571,13066,spinach_fet_m,1,06-08-15,16:52:15,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-08-06
29572,13067,ckn_pesto_l,1,06-08-15,17:16:23,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-08-06
29573,13067,peppr_salami_m,1,06-08-15,17:16:23,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-08-06
29574,13068,ckn_alfredo_m,1,06-08-15,17:19:02,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015-08-06
29575,13068,sicilian_s,1,06-08-15,17:19:02,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-08-06
29576,13068,spinach_fet_l,1,06-08-15,17:19:02,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-08-06
29577,13068,veggie_veg_m,1,06-08-15,17:19:02,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-08-06
29578,13069,mediterraneo_m,1,06-08-15,17:33:53,16,16,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015-08-06
29579,13070,cali_ckn_l,1,06-08-15,17:35:09,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29580,13070,ital_veggie_s,1,06-08-15,17:35:09,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,2015-08-06
29581,13071,bbq_ckn_l,1,06-08-15,17:44:40,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-06
29582,13071,four_cheese_m,1,06-08-15,17:44:40,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-08-06
29583,13071,sicilian_m,1,06-08-15,17:44:40,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-08-06
29584,13072,mediterraneo_s,1,06-08-15,17:46:29,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015-08-06
29585,13073,cali_ckn_m,1,06-08-15,17:47:05,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29586,13073,the_greek_xl,1,06-08-15,17:47:05,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-08-06
29587,13074,ital_cpcllo_m,1,06-08-15,17:52:43,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-08-06
29588,13074,mexicana_m,1,06-08-15,17:52:43,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-08-06
29589,13075,calabrese_m,1,06-08-15,17:54:15,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,2015-08-06
29590,13075,cali_ckn_m,1,06-08-15,17:54:15,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29591,13075,ckn_pesto_s,1,06-08-15,17:54:15,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-08-06
29592,13075,ital_cpcllo_m,1,06-08-15,17:54:15,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-08-06
29593,13076,pep_msh_pep_m,1,06-08-15,18:08:45,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-06
29594,13076,spicy_ital_l,1,06-08-15,18:08:45,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015-08-06
29595,13077,hawaiian_m,1,06-08-15,18:10:59,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-08-06
29596,13077,thai_ckn_l,1,06-08-15,18:10:59,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-06
29597,13078,hawaiian_l,1,06-08-15,18:31:39,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-08-06
29598,13078,spin_pesto_m,1,06-08-15,18:31:39,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-08-06
29599,13079,bbq_ckn_l,1,06-08-15,18:42:26,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-06
29600,13079,four_cheese_l,1,06-08-15,18:42:26,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-08-06
29601,13079,prsc_argla_m,1,06-08-15,18:42:26,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-08-06
29602,13079,soppressata_m,1,06-08-15,18:42:26,16.5,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,2015-08-06
29603,13080,mexicana_l,1,06-08-15,18:42:45,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-08-06
29604,13080,pepperoni_l,1,06-08-15,18:42:45,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-06
29605,13081,prsc_argla_l,1,06-08-15,18:57:18,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-08-06
29606,13082,bbq_ckn_s,1,06-08-15,19:02:31,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-06
29607,13082,calabrese_m,1,06-08-15,19:02:31,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,2015-08-06
29608,13083,cali_ckn_l,1,06-08-15,19:07:01,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29609,13083,napolitana_l,1,06-08-15,19:07:01,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-08-06
29610,13084,big_meat_s,1,06-08-15,19:18:14,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-08-06
29611,13084,pep_msh_pep_s,1,06-08-15,19:18:14,11,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-06
29612,13084,prsc_argla_m,1,06-08-15,19:18:14,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-08-06
29613,13084,sicilian_s,1,06-08-15,19:18:14,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-08-06
29614,13085,bbq_ckn_l,1,06-08-15,19:19:36,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-06
29615,13085,pep_msh_pep_s,1,06-08-15,19:19:36,11,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-06
29616,13086,ital_cpcllo_s,1,06-08-15,19:59:15,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-08-06
29617,13086,napolitana_l,1,06-08-15,19:59:15,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-08-06
29618,13087,ital_supr_m,1,06-08-15,20:43:16,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015-08-06
29619,13088,mexicana_m,1,06-08-15,20:59:13,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-08-06
29620,13089,cali_ckn_m,1,06-08-15,21:26:38,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-06
29621,13090,pepperoni_m,1,07-08-15,11:21:44,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-07
29622,13091,cali_ckn_m,1,07-08-15,11:25:56,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-07
29623,13091,thai_ckn_s,1,07-08-15,11:25:56,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-07
29624,13092,soppressata_m,1,07-08-15,11:31:35,16.5,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,2015-08-07
29625,13092,the_greek_l,1,07-08-15,11:31:35,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-08-07
29626,13093,pep_msh_pep_s,1,07-08-15,11:50:17,11,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-07
29627,13094,classic_dlx_m,1,07-08-15,11:57:20,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-08-07
29628,13095,classic_dlx_m,1,07-08-15,12:12:13,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-08-07
29629,13096,bbq_ckn_m,1,07-08-15,12:24:05,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-08-07
29630,13096,calabrese_m,1,07-08-15,12:24:05,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,2015-08-07
29631,13096,cali_ckn_l,2,07-08-15,12:24:05,20.75,41.5,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-07
29632,13096,ckn_pesto_s,1,07-08-15,12:24:05,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-08-07
29633,13096,five_cheese_l,1,07-08-15,12:24:05,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015-08-07
29634,13096,pepperoni_m,1,07-08-15,12:24:05,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-07
29635,13096,pepperoni_s,1,07-08-15,12:24:05,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-07
29636,13097,pepperoni_m,1,07-08-15,12:31:36,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-07
29637,13097,prsc_argla_m,1,07-08-15,12:31:36,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-08-07
29638,13097,thai_ckn_l,1,07-08-15,12:31:36,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-07
29639,13097,thai_ckn_m,1,07-08-15,12:31:36,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-08-07
29640,13098,cali_ckn_s,1,07-08-15,12:33:03,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-08-07
29641,13099,big_meat_s,2,07-08-15,12:50:43,12,24,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-08-07
29642,13099,calabrese_m,2,07-08-15,12:50:43,16.25,32.5,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,2015-08-07
29643,13099,ckn_pesto_m,1,07-08-15,12:50:43,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-08-07
29644,13099,hawaiian_m,1,07-08-15,12:50:43,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-08-07
29645,13099,ital_supr_l,1,07-08-15,12:50:43,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015-08-07
29646,13099,napolitana_m,1,07-08-15,12:50:43,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-08-07
29647,13099,pep_msh_pep_m,1,07-08-15,12:50:43,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-08-07
29648,13099,pepperoni_m,1,07-08-15,12:50:43,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-08-07
29649,13099,prsc_argla_s,1,07-08-15,12:50:43,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-08-07
29650,13099,sicilian_m,1,07-08-15,12:50:43,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-08-07
29651,13099,spicy_ital_m,1,07-08-15,12:50:43,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015-08-07
29652,13099,spinach_fet_s,1,07-08-15,12:50:43,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-08-07
29653,13100,big_meat_s,3,07-08-15,12:53:47,12,36,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-08-07
